fid,rgi_id,o1region,o2region,glims_id,anlys_id,subm_id,src_date,cenlon,cenlat,utm_zone,area_km2,primeclass,conn_lvl,surge_type,term_type,glac_name,is_rgi6,termlon,termlat,zmin_m,zmax_m,zmed_m,zmean_m,slope_deg,aspect_deg,aspect_sec,dem_source,lmax_m
"17",RGI2000-v7.0-G-01-00017,"01",01-01,G205070E67419N,"392973","624",2008-09-02T00:00:00,-154.920505607353,67.4225275,"5",2.2378267239355,"0","0","0","9",,"1",-154.902067868292,67.4354449380098,1105.7632,1750.3219,1435.4122,1397.4214,16.895538,58.27825,"2",COPDEM30,"3577"
"208",RGI2000-v7.0-G-01-00208,"01",01-01,G214994E69099N,"1011924","810",2007-08-28T00:00:00,-145.01043175,69.099216,"6",2.08844884714235,"0","0","0","9",,"0",-145.012272294857,69.0867859248945,1604.7262,2363.7266,1906.9263,1921.5667,15.429429,283.844398498535,"7",COPDEM30,"3155"
"210",RGI2000-v7.0-G-01-00210,"01",01-01,G215048E69093N,"1011937","810",2007-08-28T00:00:00,-144.952503825203,69.094514,"6",2.16509391781673,"0","0","0","9",,"0",-144.924094506343,69.1082960924848,1584.1926,2260.8123,1855.1606,1879.6683,14.575961,19.973219,"1",COPDEM30,"3959"
"219",RGI2000-v7.0-G-01-00219,"01",01-01,G215016E69154N,"1011933","810",2007-08-28T00:00:00,-144.96469347916,69.1513975,"6",2.35246130626048,"0","0","0","9",,"0",-145.018379074805,69.1615614936861,1566.6405,2416.5168,1905.1174,1916.9846,21.021723,324.771541595459,"8",COPDEM30,"3364"
"228",RGI2000-v7.0-G-01-00228,"01",01-01,G215140E69191N,"1011976","810",2007-08-28T00:00:00,-144.868956341768,69.191064,"6",3.27067379545509,"0","0","0","9",Pangnik Glacier,"0",-144.813270475013,69.2023817241601,1626.8871,2585.5142,1887.0787,1905.0465,15.461051,30.394135,"2",COPDEM30,"4734"
"230",RGI2000-v7.0-G-01-00230,"01",01-01,G215108E69203N,"1011967","810",2007-08-28T00:00:00,-144.898040080538,69.202697,"6",2.38921609570907,"0","0","0","9",,"0",-144.845572190509,69.211460525814,1603.8837,2439.5967,1968.6815,1999.4938,18.25895,11.753082,"1",COPDEM30,"3762"
"290",RGI2000-v7.0-G-01-00290,"01",01-01,G214952E69129N,"1011922","810",2007-08-28T00:00:00,-145.035141158622,69.1254875,"6",6.85623160033139,"0","0","0","9",,"0",-145.043279505918,69.1473790445683,1369.6793,2494.3198,1884.5615,1899.3794,19.986403,323.33374786377,"8",COPDEM30,"5611"
"298",RGI2000-v7.0-G-01-00298,"01",01-01,G215079E69071N,"1011958","810",2007-08-28T00:00:00,-144.908065639667,69.072223,"6",2.99610505126737,"0","0","0","9",,"0",-144.879103315103,69.0797701934261,1527.0786,2480.7446,1873.4319,1890.9467,18.088486,25.64441,"2",COPDEM30,"3712"
"315",RGI2000-v7.0-G-01-00315,"01",01-01,G215749E69242N,"1012039","810",2007-08-28T00:00:00,-144.247493156545,69.24164,"6",3.39569006433622,"0","0","0","9",,"0",-144.308848111752,69.2539361093662,1383.5367,2444.6067,1890.2705,1880.0573,15.147538,319.818439483643,"8",COPDEM30,"5009"
"323",RGI2000-v7.0-G-01-00323,"01",01-01,G215764E69271N,"1012048","810",2000-07-15T00:00:00,-144.229560845264,69.2732335,"6",3.74367587782252,"0","0","0","9",,"0",-144.310569585615,69.2653059683186,1458.9747,2284.9436,1944.7302,1923.6674,15.505752,326.832145690918,"8",COPDEM30,"5193"
"329",RGI2000-v7.0-G-01-00329,"01",01-01,G215811E69236N,"1012062","810",2007-08-28T00:00:00,-144.185238453277,69.2359095,"6",4.04084340228736,"0","0","0","9",Split Glacier,"0",-144.123074314883,69.2503404880385,1500.3339,2548.2092,1934.1714,1927.6294,17.489014,16.194916,"1",COPDEM30,"4384"
"347",RGI2000-v7.0-G-01-00347,"01",01-01,G215931E69149N,"1012087","810",2007-08-28T00:00:00,-144.068491726789,69.152496,"6",2.77769105100766,"0","0","0","9",,"0",-144.092807769066,69.1700480515545,1537.5194,2683.632,2041.4469,2062.366,20.930271,323.764057159424,"8",COPDEM30,"4415"
"351",RGI2000-v7.0-G-01-00351,"01",01-01,G215830E69144N,"1012066","810",2007-08-28T00:00:00,-144.176629695463,69.151497,"6",13.2508163672018,"0","0","0","9",,"0",-144.190115333596,69.1782493928577,1415.5199,2481.271,2019.6079,2003.5668,15.794236,2.4456506,"1",COPDEM90,"8146"
"368",RGI2000-v7.0-G-01-00368,"01",01-01,G215808E69291N,"1012065","810",2000-07-15T00:00:00,-144.179465309688,69.294515,"6",7.13955987891588,"0","0","0","9",Leffingwell Glacier,"0",-144.154692604009,69.3177316294008,1326.5553,2394.8533,1959.4154,1924.6816,14.330703,29.82177,"2",COPDEM30,"6020"
"372",RGI2000-v7.0-G-01-00372,"01",01-01,G215750E69323N,"1012043","810",2007-08-28T00:00:00,-144.239119607673,69.3247985,"6",5.1261100079126,"0","0","0","9",,"0",-144.229900510045,69.343019676952,1542.1812,2683.087,2151.0317,2164.085,18.53913,355.23069190979,"1",COPDEM30,"4537"
"378",RGI2000-v7.0-G-01-00378,"01",01-01,G215697E69297N,"1012005","810",2000-07-15T00:00:00,-144.342337549004,69.302952,"6",8.10319705728426,"0","0","0","9",Esetuk Glacier,"0",-144.377575135425,69.3232474826987,1364.9818,2594.0513,2041.7976,1984.507,14.0042925,326.51099395752,"8",COPDEM30,"7292"
"399",RGI2000-v7.0-G-01-00399,"01",01-01,G216164E69232N,"1012171","810",2007-08-28T00:00:00,-143.844440457821,69.238297,"7",4.45838796707473,"0","0","0","9",Arey Glacier,"0",-143.878321749772,69.2540731346021,1518.1064,2461.3726,2018.1678,1989.9371,20.394695,357.919441461563,"1",COPDEM30,"4015"
"411",RGI2000-v7.0-G-01-00411,"01",01-01,G216176E69187N,"1012182","810",2007-08-28T00:00:00,-143.821075529546,69.188264,"7",2.88761964184984,"0","0","0","9",,"0",-143.861909580424,69.2031711838965,1615.1163,2486.887,2033.123,2018.0992,16.184103,355.010330200195,"1",COPDEM30,"4336"
"425",RGI2000-v7.0-G-01-00425,"01",01-01,G216169E69220N,"1012176","810",2007-08-28T00:00:00,-143.828139346968,69.2138255,"7",2.05700190948861,"0","0","0","9",,"0",-143.844872162483,69.2041400088676,1763.4628,2701.694,2153.8984,2157.8923,21.51524,282.292083740234,"7",COPDEM30,"2613"
"431",RGI2000-v7.0-G-01-00431,"01",01-01,G216065E69133N,"1012135","810",2007-08-28T00:00:00,-143.917480973529,69.133492,"7",2.30873016884432,"0","0","0","9",,"0",-143.943148478647,69.1453836706295,1585.716,2486.6533,2091.2183,2074.8777,22.966312,331.18158531189,"8",COPDEM30,"2867"
"445",RGI2000-v7.0-G-01-00445,"01",01-01,G216094E69054N,"1012151","810",2007-08-28T00:00:00,-143.882994710638,69.056273,"7",2.29708905195891,"0","0","0","9",,"0",-143.913646282673,69.0679130783524,1538.2781,2391.4565,2004.4513,1997.2853,22.570757,340.730104446411,"1",COPDEM30,"3103"
"469",RGI2000-v7.0-G-01-00469,"01",01-01,G216472E69063N,"1012263","810",2000-07-15T00:00:00,-143.540957669268,69.063578,"7",3.08647563166514,"0","0","0","9",,"0",-143.546059555738,69.0717688131149,1618.1388,2278.1013,1979.1849,1978.4406,21.185688,352.77648639679,"1",COPDEM30,"2652"
"472",RGI2000-v7.0-G-01-00472,"01",01-01,G216394E69031N,"1012253","810",2007-08-28T00:00:00,-143.603302342205,69.028387,"7",2.48251644161812,"0","0","0","9",,"0",-143.578752448045,69.0264132514385,1718.2806,2301.5708,1985.8657,1988.2051,17.174047,62.268456,"2",COPDEM30,"2746"
"484",RGI2000-v7.0-G-01-00484,"01",01-01,G216534E69085N,"1012271","810",2007-08-28T00:00:00,-143.462576335011,69.088122,"7",3.13724847071445,"0","0","0","9",,"0",-143.432029901621,69.0999578175608,1534.6669,2448.5837,2053.481,2035.6415,18.603434,37.464138,"2",COPDEM30,"3967"
"487",RGI2000-v7.0-G-01-00487,"01",01-01,G216507E69110N,"1012269","810",2007-08-28T00:00:00,-143.490382738756,69.1126555,"7",2.17810195453015,"0","0","0","9",,"0",-143.498350222044,69.1240762267335,1664.941,2395.0735,2009.2704,2034.0781,18.361877,6.4375057,"1",COPDEM30,"2789"
"503",RGI2000-v7.0-G-01-00503,"01",01-01,G216306E69081N,"1012227","810",2007-08-28T00:00:00,-143.724589937165,69.0839835,"7",2.28003144548545,"0","0","0","9",,"0",-143.689982550489,69.0929440241784,1636.3624,2418.202,1958.6671,1997.8867,20.747679,15.764798,"1",COPDEM30,"2686"
"510",RGI2000-v7.0-G-01-00510,"01",01-01,G216161E69060N,"1012174","810",2007-08-28T00:00:00,-143.832452146457,69.062803,"7",2.01297957883928,"0","0","0","9",,"0",-143.817931678239,69.0740021788703,1594.6327,2345.7334,1904.3151,1920.8969,19.288551,12.326019,"1",COPDEM30,"3349"
"573",RGI2000-v7.0-G-01-00573,"01",01-01,G215928E69125N,"1012100","810",2007-08-28T00:00:00,-144.025034024117,69.1280695,"6",8.95937355205462,"0","0","0","9",Okpilak Glacier,"0",-143.954586744711,69.1469340946799,1502.8983,2488.7273,1986.4974,1973.5575,18.183962,357.285792827606,"1",COPDEM30,"6558"
"576",RGI2000-v7.0-G-01-00576,"01",01-01,G215989E69162N,"1012111","810",2007-08-28T00:00:00,-144.00159334801,69.16497,"6",2.359736351204,"0","0","0","9",,"0",-143.985582498779,69.1815543219786,1541.4796,2624.884,2036.286,2041.6685,21.372911,22.007563,"1",COPDEM30,"4398"
"581",RGI2000-v7.0-G-01-00581,"01",01-01,G216233E69264N,"1012203","810",2000-07-15T00:00:00,-143.774351094487,69.262852,"7",2.96855305435475,"0","0","0","9",Schwanda Glacier,"0",-143.725414169406,69.2499253454618,1674.6067,2509.2725,2042.9545,2035.3779,15.23842,97.32955,"3",COPDEM30,"4243"
"582",RGI2000-v7.0-G-01-00582,"01",01-01,G216254E69284N,"1012204","810",2007-08-28T00:00:00,-143.773720907729,69.282575,"7",3.49329313615617,"0","0","0","9",Hubley Glacier,"0",-143.706894868919,69.2951843887025,1539.4646,2602.212,2036.395,2019.6449,20.758488,16.05533,"1",COPDEM30,"4059"
"585",RGI2000-v7.0-G-01-00585,"01",01-01,G216235E69309N,"1012210","810",2007-08-28T00:00:00,-143.760957245266,69.310672,"7",2.24216550316755,"0","0","0","9",,"0",-143.721560123589,69.3222707698604,1517.3315,2565.4343,1911.9828,1900.5646,16.319752,28.03153,"2",COPDEM30,"3852"
"592",RGI2000-v7.0-G-01-00592,"01",01-01,G216152E69302N,"1012169","810",2007-08-28T00:00:00,-143.846728859712,69.306671,"7",6.92780831537173,"0","0","0","9",McCall Glacier,"0",-143.832144475609,69.3354602891538,1358.64,2629.5024,2069.3196,2004.1268,13.486238,337.639217376709,"1",COPDEM30,"7645"
"718",RGI2000-v7.0-G-01-00718,"01",01-02,G200670E60066N,"392671","624",2009-08-29T00:00:00,-159.326857989509,60.069197,"4",2.51660734481305,"0","0","0","9",,"1",-159.340640298386,60.0827693283554,595.9704,1484.1334,1070.1206,1042.2803,15.246726,3.0693355,"1",COPDEM30,"3456"
"724",RGI2000-v7.0-G-01-00724,"01",01-02,G200712E60120N,"392688","624",2009-08-29T00:00:00,-159.29214295303,60.1229305,"4",6.47662070283997,"0","0","0","9",Chikuminuk Glacier,"1",-159.291972921774,60.1372294293325,457.5337,1367.1881,1080.075,1042.7329,16.609425,327.451782226562,"8",COPDEM30,"4643"
"849",RGI2000-v7.0-G-01-00849,"01",01-02,G206453E60123N,"394035","624",2010-09-12T00:00:00,-153.517292411417,60.11386,"5",4.66626965662493,"0","0","0","9",,"1",-153.558741951425,60.1181023091096,916.14215,1627.3921,1125.7867,1171.7805,10.680091,62.54566,"2",COPDEM30,"5556"
"855",RGI2000-v7.0-G-01-00855,"01",01-02,G206507E60086N,"394203","624",2010-09-12T00:00:00,-153.489641292717,60.0926225,"5",3.40877354398137,"0","0","0","9",,"1",-153.501777419073,60.0793120049609,793.7649,1619.7849,1239.9103,1232.7407,14.51623,258.615943908691,"7",COPDEM30,"3812"
"860",RGI2000-v7.0-G-01-00860,"01",01-02,G206524E60028N,"394225","624",2010-09-12T00:00:00,-153.465359999867,60.027743,"5",2.81093773031062,"0","0","0","9",,"1",-153.488244495767,60.03693717862,805.6061,1536.4471,1263.024,1249.6389,19.521387,340.000185012817,"1",COPDEM30,"2283"
"874",RGI2000-v7.0-G-01-00874,"01",01-02,G206462E60007N,"394060","624",2010-09-12T00:00:00,-153.54187255531,60.003003,"5",2.4943593416569,"0","0","0","9",,"1",-153.554815390326,60.0086079712203,903.3229,1535.8833,1279.5692,1274.4941,17.565882,311.018043518066,"8",COPDEM30,"2154"
"971",RGI2000-v7.0-G-01-00971,"01",01-02,G206475E60131N,"394113","624",2010-09-12T00:00:00,-153.512692119268,60.1260295,"5",8.40179570825957,"0","0","0","9",,"1",-153.566705883361,60.1448240409007,798.48303,1637.6522,1022.7471,1093.1222,9.670645,284.869766235352,"7",COPDEM30,"6599"
"976",RGI2000-v7.0-G-01-00976,"01",01-02,G206429E60164N,"393983","624",2010-09-12T00:00:00,-153.572098922807,60.176029,"5",2.58835056982982,"0","0","0","9",,"1",-153.573343655494,60.1625847815173,1058.9866,1647.6906,1328.0144,1331.0038,16.288244,236.631301879883,"6",COPDEM30,"3082"
"989",RGI2000-v7.0-G-01-00989,"01",01-02,G206458E60218N,"394061","624",2010-09-12T00:00:00,-153.542647533895,60.225818,"5",6.24851164362776,"0","0","0","9",,"1",-153.570492463469,60.23784596651,716.19904,1739.0968,1264.6135,1217.9039,16.868196,296.376148223877,"8",COPDEM30,"4647"
"993",RGI2000-v7.0-G-01-00993,"01",01-02,G206488E60256N,"394147","624",2010-09-12T00:00:00,-153.513639443459,60.2551485,"5",4.26096095403105,"0","0","0","9",,"1",-153.534911007619,60.2647561877927,747.1673,1587.5883,1194.4019,1194.7686,15.647176,287.135818481445,"7",COPDEM30,"2898"
"994",RGI2000-v7.0-G-01-00994,"01",01-02,G206491E60272N,"394170","624",2010-09-12T00:00:00,-153.505779436247,60.273275,"5",2.17827535886317,"0","0","0","9",,"1",-153.530774902157,60.2690280556775,829.8186,1504.3303,1202.8859,1188.4296,14.775966,294.169052124023,"8",COPDEM30,"2302"
"1009",RGI2000-v7.0-G-01-01009,"01",01-02,G206352E60268N,"393778","624",2010-09-12T00:00:00,-153.646449121507,60.265762,"5",3.17412311581743,"0","0","0","9",,"1",-153.667401275424,60.2710665120161,965.6895,1656.1499,1301.0657,1280.716,17.044186,289.809158325195,"7",COPDEM30,"2779"
"1034",RGI2000-v7.0-G-01-01034,"01",01-02,G206589E60206N,"394402","624",2010-09-12T00:00:00,-153.413157654761,60.2073165,"5",3.900138890237,"0","0","0","9",,"1",-153.391303431852,60.1965180736405,801.3873,1533.6587,1322.2699,1281.0752,16.752045,171.05162,"5",COPDEM30,"3145"
"1035",RGI2000-v7.0-G-01-01035,"01",01-02,G206605E60217N,"394417","624",2010-09-12T00:00:00,-153.407585757151,60.224432,"5",5.77130393023216,"0","0","0","9",,"1",-153.351729607787,60.2385382758943,325.11688,1507.4528,1159.0029,1078.6495,18.260544,33.200016,"2",COPDEM30,"5359"
"1037",RGI2000-v7.0-G-01-01037,"01",01-02,G206561E60236N,"394328","624",2010-09-12T00:00:00,-153.439323323484,60.255678,"5",37.5214799407209,"0","0","0","9",Chigmit North Glacier,"1",-153.354882144581,60.2417220455133,323.93198,1770.1946,1206.7441,1163.921,10.747469,127.755714,"4",COPDEM90,"11762"
"1039",RGI2000-v7.0-G-01-01039,"01",01-02,G206641E60262N,"394513","624",2010-09-12T00:00:00,-153.357333908808,60.2713355,"5",2.28993648463775,"0","0","0","9",,"1",-153.374688605289,60.2599065912404,799.1957,1472.79,1265.8416,1236.3966,14.803135,225.802642822266,"6",COPDEM30,"2824"
"1042",RGI2000-v7.0-G-01-01042,"01",01-02,G206670E60293N,"394587","624",2010-09-12T00:00:00,-153.339336050073,60.27956,"5",10.5363573119482,"0","0","0","9",,"1",-153.299680316383,60.2529174560636,505.20654,1661.9991,1157.8151,1127.224,15.469998,136.82642,"4",COPDEM30,"7120"
"1043",RGI2000-v7.0-G-01-01043,"01",01-02,G206699E60287N,"394655","624",2010-09-12T00:00:00,-153.303379958468,60.3001425,"5",3.09351481084679,"0","0","0","9",,"1",-153.273609897782,60.3128203130654,697.71405,1458.9534,1185.4165,1162.1124,13.796335,51.675594,"2",COPDEM30,"3610"
"1046",RGI2000-v7.0-G-01-01046,"01",01-02,G206715E60276N,"394684","624",2010-09-12T00:00:00,-153.284417554585,60.279882,"5",2.03557843447726,"0","0","0","9",,"1",-153.266814379399,60.2813453377702,815.2132,1406.9502,1107.9471,1111.0444,15.562092,69.44505,"3",COPDEM30,"2466"
"1050",RGI2000-v7.0-G-01-01050,"01",01-02,G206668E60319N,"394579","624",2010-09-12T00:00:00,-153.334556074781,60.319845,"5",2.9179124020689,"0","0","0","9",,"1",-153.341432461361,60.3343474504665,651.97144,1488.9603,1261.5083,1223.0323,16.231173,347.062211036682,"1",COPDEM30,"3405"
"1051",RGI2000-v7.0-G-01-01051,"01",01-02,G206618E60300N,"394467","624",2010-09-12T00:00:00,-153.368738968731,60.309793,"5",10.2891980837128,"0","0","0","9",,"1",-153.355599550356,60.3351779522699,591.59546,1720.5868,1267.2972,1232.8295,17.157972,6.986176,"1",COPDEM30,"6430"
"1054",RGI2000-v7.0-G-01-01054,"01",01-02,G206593E60320N,"394405","624",2010-09-12T00:00:00,-153.405862667065,60.3218515,"5",2.0562542779619,"0","0","0","9",,"1",-153.396953820099,60.332640034302,833.9651,1655.1265,1274.6538,1279.3339,19.697039,353.651793003082,"1",COPDEM30,"2672"
"1055",RGI2000-v7.0-G-01-01055,"01",01-02,G206554E60322N,"394314","624",2010-09-12T00:00:00,-153.447160824166,60.3230705,"5",2.2263824413501,"0","0","0","9",,"1",-153.435437493988,60.3316481779401,837.41254,1540.7091,1061.088,1133.3904,15.748377,302.167671203613,"8",COPDEM30,"2929"
"1056",RGI2000-v7.0-G-01-01056,"01",01-02,G206539E60307N,"394306","624",2010-09-12T00:00:00,-153.443340157778,60.311147,"5",13.9948886596413,"0","0","0","9",,"1",-153.506209857495,60.3356598382368,563.3557,1635.0443,1231.6165,1205.0911,12.997928,329.234292984009,"8",COPDEM90,"6958"
"1067",RGI2000-v7.0-G-01-01067,"01",01-02,G206469E60358N,"394102","624",2010-09-12T00:00:00,-153.528821289676,60.3566915,"5",3.42325740248676,"0","0","0","9",,"1",-153.55687254543,60.3404822720496,824.5004,1617.6102,1222.9197,1208.1503,13.087115,225.222930908203,"6",COPDEM30,"4393"
"1074",RGI2000-v7.0-G-01-01074,"01",01-02,G206473E60401N,"394110","624",2010-09-12T00:00:00,-153.530244434426,60.4035795,"5",3.54146636898497,"0","0","0","9",,"1",-153.51042676232,60.418631407187,888.3589,1688.5017,1258.5846,1280.0487,15.271448,19.753456,"1",COPDEM30,"3636"
"1100",RGI2000-v7.0-G-01-01100,"01",01-02,G206700E60426N,"394697","624",2010-09-12T00:00:00,-153.308793443237,60.4242915,"5",2.33526973866307,"0","0","0","9",,"1",-153.322273168135,60.4219550862149,797.1503,1642.2643,1305.496,1250.0349,16.294409,308.746906280518,"8",COPDEM30,"3875"
"1103",RGI2000-v7.0-G-01-01103,"01",01-02,G206700E60399N,"394660","624",2010-09-12T00:00:00,-153.29359943467,60.3936915,"5",11.6015280093624,"0","0","3","9",,"1",-153.32916879996,60.3673568092179,701.73065,1743.5458,1358.0294,1321.405,11.073663,216.214096069336,"6",COPDEM30,"6653"
"1113",RGI2000-v7.0-G-01-01113,"01",01-02,G206603E60365N,"394441","624",2010-09-12T00:00:00,-153.393383950662,60.366311,"5",2.5623477767716,"0","0","0","9",,"1",-153.426592634633,60.3717879660539,722.4355,1702.8687,1265.4828,1244.5184,19.512316,278.580024719238,"7",COPDEM30,"3395"
"1115",RGI2000-v7.0-G-01-01115,"01",01-02,G206623E60378N,"394475","624",2010-09-12T00:00:00,-153.375617304992,60.3794785,"5",2.07250940580313,"0","0","0","9",,"1",-153.383922784017,60.3875637244763,839.34595,1599.1985,1336.0186,1316.1797,21.659885,327.437156677246,"8",COPDEM30,"2097"
"1117",RGI2000-v7.0-G-01-01117,"01",01-02,G206744E60405N,"394762","624",2010-09-12T00:00:00,-153.249587507239,60.4203575,"5",7.58283764080275,"0","0","3","9",,"1",-153.226833496441,60.4005320344043,744.26355,1618.2969,1214.0978,1205.5928,12.468988,111.711006,"3",COPDEM30,"5355"
"1129",RGI2000-v7.0-G-01-01129,"01",01-02,G206792E60455N,"394869","624",2010-09-12T00:00:00,-153.214546188202,60.4546175,"5",2.47764574440451,"0","0","0","9",,"1",-153.193815567053,60.4571748121748,930.7675,1678.0975,1431.7748,1407.5286,15.313859,87.17879,"3",COPDEM30,"2512"
"1133",RGI2000-v7.0-G-01-01133,"01",01-02,G206768E60484N,"394840","624",2010-09-12T00:00:00,-153.220228940171,60.478181,"5",2.6078755540944,"0","0","0","9",,"1",-153.256323451805,60.4822572553042,736.80035,1723.3368,1422.0945,1367.8065,19.247059,297.948631286621,"8",COPDEM30,"3494"
"1138",RGI2000-v7.0-G-01-01138,"01",01-02,G206742E60455N,"394707","624",2010-09-12T00:00:00,-153.248043350569,60.4544975,"5",7.30422898247722,"0","0","0","9",,"1",-153.287766766351,60.4726895152116,598.96204,1683.2462,1111.7721,1152.5123,21.074577,330.973142623901,"8",COPDEM30,"5075"
"1169",RGI2000-v7.0-G-01-01169,"01",01-02,G206872E60515N,"395042","624",2010-09-12T00:00:00,-153.131417749574,60.5200495,"5",2.67326645371515,"0","0","0","9",,"1",-153.105308206999,60.52499102437,963.0823,1643.3829,1408.2904,1366.9227,15.012465,44.621437,"2",COPDEM30,"3122"
"1198",RGI2000-v7.0-G-01-01198,"01",01-02,G206983E60532N,"395230","624",2010-09-12T00:00:00,-153.018278776018,60.5315825,"5",5.60949197380837,"0","0","0","9",,"1",-152.990494991838,60.5195121382624,686.8137,1486.1217,1132.6018,1132.9869,13.521676,127.831245,"4",COPDEM30,"4587"
"1207",RGI2000-v7.0-G-01-01207,"01",01-02,G207028E60551N,"395292","624",2010-09-12T00:00:00,-152.982910702441,60.5499895,"5",5.55956493973226,"0","0","0","9",,"1",-152.965110507227,60.5649721286815,672.43005,1383.3494,1053.4371,1053.3491,12.694828,346.488916397095,"1",COPDEM30,"3753"
"1214",RGI2000-v7.0-G-01-01214,"01",01-02,G206966E60545N,"395210","624",2010-09-12T00:00:00,-153.02765086642,60.5568035,"5",3.50936540852582,"0","0","0","9",,"1",-153.035239273613,60.5704454958174,645.8176,1446.5275,1122.3523,1093.723,15.369063,356.800824403763,"1",COPDEM30,"3287"
"1215",RGI2000-v7.0-G-01-01215,"01",01-02,G206930E60554N,"395137","624",2010-09-12T00:00:00,-153.067439903556,60.553235,"5",2.30727640265038,"0","0","0","9",,"1",-153.068004554038,60.5652233871728,735.70166,1430.1888,1144.1992,1143.1012,16.036863,335.835412979126,"8",COPDEM30,"2982"
"1216",RGI2000-v7.0-G-01-01216,"01",01-02,G206896E60546N,"395094","624",2010-09-12T00:00:00,-153.098559684821,60.5494645,"5",2.81439804029049,"0","0","0","9",,"1",-153.089922944316,60.5617031036528,799.82794,1538.8724,1219.3876,1217.0903,15.234934,8.35859,"1",COPDEM30,"3189"
"1221",RGI2000-v7.0-G-01-01221,"01",01-02,G206866E60596N,"395046","624",2010-09-12T00:00:00,-153.141475812961,60.593245,"5",5.1572088858084,"0","0","0","9",,"1",-153.12519077042,60.6079603083626,910.2724,1625.1323,1200.4916,1205.5359,12.127616,329.464296340942,"8",COPDEM30,"3484"
"1244",RGI2000-v7.0-G-01-01244,"01",01-02,G206830E60516N,"394972","624",2010-09-12T00:00:00,-153.176039304545,60.5201885,"5",3.30743014808191,"0","0","0","9",,"1",-153.190606717394,60.5261635248624,951.1537,1616.0077,1283.2366,1273.574,17.362167,286.456733703613,"7",COPDEM30,"2730"
"1248",RGI2000-v7.0-G-01-01248,"01",01-02,G206855E60540N,"395020","624",2010-09-12T00:00:00,-153.147745381988,60.5459605,"5",5.26544102162736,"0","0","0","9",,"1",-153.162704364797,60.5637710668993,622.055,1748.7097,1379.3639,1294.0978,14.878324,340.38801574707,"1",COPDEM30,"4397"
"1255",RGI2000-v7.0-G-01-01255,"01",01-02,G206928E60628N,"395176","624",2010-09-12T00:00:00,-153.076101350787,60.6300055,"5",3.34215956064453,"0","0","0","9",,"1",-153.055600151333,60.6396597652715,833.12616,1763.6519,1129.3533,1169.8524,17.883324,16.812872,"1",COPDEM30,"2889"
"1269",RGI2000-v7.0-G-01-01269,"01",01-02,G207089E60662N,"395399","624",2010-09-12T00:00:00,-152.92333332862,60.6642935,"5",2.01164194642813,"0","0","0","9",,"1",-152.930792820024,60.6720845402168,1066.203,1682.0557,1311.0891,1323.6803,18.213608,315.755249023438,"8",COPDEM30,"2136"
"1271",RGI2000-v7.0-G-01-01271,"01",01-02,G207089E60662N,"395399","624",2010-09-12T00:00:00,-152.900774156863,60.6812875,"5",2.761141717757,"0","0","0","9",,"1",-152.927664114637,60.6927004609709,1046.1221,1708.2379,1289.4474,1317.5542,12.477708,322.429489135742,"8",COPDEM30,"3487"
"1272",RGI2000-v7.0-G-01-01272,"01",01-02,G207107E60694N,"395464","624",2010-09-12T00:00:00,-152.887696266509,60.692658,"5",2.06711538113845,"0","0","0","9",,"1",-152.898434630488,60.7043662932247,822.78925,1659.8192,1224.6133,1252.2628,17.726934,315.91344833374,"8",COPDEM30,"2820"
"1275",RGI2000-v7.0-G-01-01275,"01",01-02,G207158E60713N,"395523","624",2010-09-12T00:00:00,-152.836309148924,60.715422,"5",6.60952282938432,"0","0","0","9",,"1",-152.88906999428,60.7120543785759,775.3419,1717.5571,1350.7303,1331.2401,12.331996,262.811408996582,"7",COPDEM30,"5735"
"1279",RGI2000-v7.0-G-01-01279,"01",01-02,G207197E60735N,"395563","624",2010-09-12T00:00:00,-152.796612674825,60.7356275,"5",3.38323594657317,"0","0","0","9",,"1",-152.829351040474,60.7450699449942,752.3294,1766.8625,1415.0718,1366.3077,22.026777,319.558525085449,"8",COPDEM30,"3033"
"1281",RGI2000-v7.0-G-01-01281,"01",01-02,G207226E60737N,"395593","624",2010-09-12T00:00:00,-152.785477895032,60.754261,"5",4.60209543601864,"0","0","3","9",,"1",-152.813719226109,60.7708755220704,328.60394,1917.4442,1521.4508,1390.7676,19.207417,308.372673034668,"8",COPDEM30,"5603"
"1284",RGI2000-v7.0-G-01-01284,"01",01-02,G207242E60764N,"395601","624",2010-09-12T00:00:00,-152.759311801656,60.7639865,"5",2.35077445177344,"0","0","0","9",,"1",-152.780783576656,60.7749941565026,722.61017,1898.6122,1382.7666,1376.487,21.07031,325.120086669922,"8",COPDEM30,"3470"
"1289",RGI2000-v7.0-G-01-01289,"01",01-02,G207275E60769N,"395634","624",2010-09-12T00:00:00,-152.722009146364,60.773836,"5",5.32060730836973,"0","0","0","9",,"1",-152.757090648423,60.7917750478597,293.37314,1939.3042,1532.3625,1460.9338,19.957172,317.933429718018,"8",COPDEM30,"4435"
"1294",RGI2000-v7.0-G-01-01294,"01",01-02,G207329E60779N,"395706","624",2010-09-12T00:00:00,-152.668131628803,60.789482,"5",9.58278232975868,"0","0","0","9",,"1",-152.705911706509,60.8160267065434,161.8957,1907.8585,1480.0698,1323.9149,17.245579,339.193683624268,"1",COPDEM30,"7072"
