rgi_id,subregion,area_km2,year,direction,glacier_melt_days,doy_me_start_50,doy_me_end_50,tbias_opt
RGI2000-v7.0-G-01-00378,Brooks,8.103197057284264,2018,Descending,82.39975247524752,160.0,240.0,1.7
RGI2000-v7.0-G-01-00378,Brooks,8.103197057284264,2019,Descending,55.50123762376237,190.0,255.0,1.7
RGI2000-v7.0-G-01-00378,Brooks,8.103197057284264,2020,Descending,100.6720297029703,142.0,247.0,1.7
RGI2000-v7.0-G-01-00378,Brooks,8.103197057284264,2021,Descending,57.33910891089109,187.0,258.0,1.7
RGI2000-v7.0-G-01-00378,Brooks,8.103197057284264,2022,Descending,86.3490099009901,157.0,253.0,1.7
RGI2000-v7.0-G-01-00378,Brooks,8.103197057284264,2023,Descending,91.98267326732675,154.0,254.0,1.7
RGI2000-v7.0-G-01-00378,Brooks,8.103197057284264,2024,Descending,72.70297029702971,158.0,239.0,1.7
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2017,Ascending,77.9439461883408,152.0,236.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2017,Descending,85.70337078651684,171.0,232.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2018,Descending,90.82696629213483,143.0,240.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2019,Ascending,46.94843049327354,184.0,228.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2019,Descending,69.94831460674158,179.0,245.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2020,Ascending,93.72645739910314,148.0,241.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2020,Descending,96.69887640449438,141.0,242.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2021,Ascending,75.66367713004485,158.0,236.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2021,Descending,46.220224719101125,182.0,227.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2022,Descending,90.30786516853932,153.0,250.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2023,Descending,96.56404494382022,152.0,248.0,4.6
RGI2000-v7.0-G-01-00399,Brooks,4.458387967074733,2024,Descending,83.57752808988764,148.0,232.0,4.6
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2017,Ascending,82.35314685314685,152.0,236.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2017,Descending,163.14137931034483,61.0,232.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2018,Descending,68.88275862068966,165.0,230.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2019,Ascending,54.04195804195803,188.0,237.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2019,Descending,57.38620689655173,182.0,234.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2020,Ascending,93.31818181818181,151.0,241.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2020,Descending,86.54827586206896,140.0,239.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2021,Ascending,74.68531468531468,157.0,231.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2021,Descending,57.44482758620689,190.0,246.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2022,Descending,76.14137931034483,153.0,242.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2023,Descending,86.78965517241379,162.0,248.0,4.0
RGI2000-v7.0-G-01-00411,Brooks,2.887619641849837,2024,Descending,80.96206896551725,160.0,242.0,4.0
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2017,Ascending,104.40298507462686,145.0,236.0,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2017,Descending,74.98029556650246,174.0,200.0,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2018,Descending,79.75369458128078,144.0,227.0,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2019,Ascending,64.98507462686567,188.0,236.0,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2019,Descending,63.46305418719211,201.0,257.0,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2020,Ascending,106.39800995024876,148.0,247.0,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2020,Descending,76.54187192118226,148.0,228.0,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2021,Ascending,77.96019900497512,159.0,231.0,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2021,Descending,30.76354679802956,,,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2022,Descending,79.99507389162561,156.0,222.0,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2023,Descending,80.60591133004927,164.0,247.0,6.3
RGI2000-v7.0-G-01-00425,Brooks,2.057001909488614,2024,Descending,65.9064039408867,168.0,242.0,6.3
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2017,Ascending,105.09251101321586,128.0,238.0,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2017,Descending,49.572052401746724,174.0,230.0,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2018,Descending,63.366812227074234,161.0,228.0,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2019,Ascending,48.22466960352422,178.0,228.0,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2019,Descending,22.97816593886462,,,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2020,Ascending,89.88546255506608,150.0,245.0,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2020,Descending,66.8122270742358,140.0,240.0,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2021,Ascending,73.24669603524228,157.0,233.0,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2021,Descending,27.999999999999996,198.0,225.0,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2022,Descending,64.63755458515284,153.0,245.0,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2023,Descending,78.57641921397381,163.0,249.0,1.0
RGI2000-v7.0-G-01-00431,Brooks,2.308730168844315,2024,Descending,63.148471615720524,160.0,229.0,1.0
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2017,Ascending,68.22707423580785,156.0,235.0,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2017,Descending,50.030172413793096,171.0,186.0,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2018,Descending,57.172413793103445,164.0,225.0,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2019,Ascending,52.02620087336244,173.0,227.0,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2019,Descending,29.16379310344827,207.0,231.0,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2020,Ascending,82.95196506550218,149.0,241.0,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2020,Descending,62.05603448275862,140.0,215.0,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2021,Ascending,71.04366812227074,158.0,235.0,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2021,Descending,14.724137931034477,,,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2022,Descending,66.7844827586207,153.0,251.0,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2023,Descending,64.11206896551724,152.0,202.0,2.4
RGI2000-v7.0-G-01-00445,Brooks,2.297089051958912,2024,Descending,55.92241379310345,159.0,229.0,2.4
RGI2000-v7.0-G-01-00469,Brooks,3.086475631665144,2017,Ascending,17.836012861736325,163.0,235.0,-0.1
RGI2000-v7.0-G-01-00469,Brooks,3.086475631665144,2017,Descending,33.50485436893204,172.0,187.0,-0.1
RGI2000-v7.0-G-01-00469,Brooks,3.086475631665144,2018,Ascending,51.06752411575562,170.0,223.0,-0.1
RGI2000-v7.0-G-01-00469,Brooks,3.086475631665144,2018,Descending,59.44012944983818,163.0,225.0,-0.1
RGI2000-v7.0-G-01-00469,Brooks,3.086475631665144,2019,Ascending,62.68810289389068,141.0,225.0,-0.1
RGI2000-v7.0-G-01-00469,Brooks,3.086475631665144,2019,Descending,2.815533980582523,,,-0.1
RGI2000-v7.0-G-01-00469,Brooks,3.086475631665144,2020,Ascending,65.2250803858521,131.0,214.0,-0.1
