date,Aleutians_Ascending_frac_sl,Aleutians_Ascending_frac_sl_area,Aleutians_Descending_frac_sl,Aleutians_Descending_frac_sl_area,Brooks_Ascending_frac_sl,Brooks_Ascending_frac_sl_area,Brooks_Descending_frac_sl,Brooks_Descending_frac_sl_area,Coast_Ascending_frac_sl,Coast_Ascending_frac_sl_area,Coast_Descending_frac_sl,Coast_Descending_frac_sl_area,Cordova-Valdez_Ascending_frac_sl,Cordova-Valdez_Ascending_frac_sl_area,Cordova-Valdez_Descending_frac_sl,Cordova-Valdez_Descending_frac_sl_area,Eastern Alaska_Ascending_frac_sl,Eastern Alaska_Ascending_frac_sl_area,Eastern Alaska_Descending_frac_sl,Eastern Alaska_Descending_frac_sl_area,Kenai_Ascending_frac_sl,Kenai_Ascending_frac_sl_area,Kenai_Descending_frac_sl,Kenai_Descending_frac_sl_area,Lake Clark_Ascending_frac_sl,Lake Clark_Ascending_frac_sl_area,Lake Clark_Descending_frac_sl,Lake Clark_Descending_frac_sl_area,St. Elias_Ascending_frac_sl,St. Elias_Ascending_frac_sl_area,St. Elias_Descending_frac_sl,St. Elias_Descending_frac_sl_area,Western Alaska_Ascending_frac_sl,Western Alaska_Ascending_frac_sl_area,Western Alaska_Descending_frac_sl,Western Alaska_Descending_frac_sl_area,Western Chugach_Ascending_frac_sl,Western Chugach_Ascending_frac_sl_area,Western Chugach_Descending_frac_sl,Western Chugach_Descending_frac_sl_area,Wrangell_Ascending_frac_sl,Wrangell_Ascending_frac_sl_area,Wrangell_Descending_frac_sl,Wrangell_Descending_frac_sl_area,Talkeetna_Ascending_frac_sl,Talkeetna_Ascending_frac_sl_area,Talkeetna_Descending_frac_sl,Talkeetna_Descending_frac_sl_area,Alaska_Ascending_frac_sl,Alaska_Ascending_frac_sl_area,Alaska_Descending_frac_sl,Alaska_Descending_frac_sl_area
2017-02-06,0.000371710710879201,1.0,,,0.0,0.9988042178497663,,,,,,,0.0,1.0,,,5.386584388385662e-07,1.0,,,8.790490231760504e-05,1.0,,,0.0001697085869583246,1.0,,,0.01128888100002827,0.158052687373849,,,1.186809795928056e-05,1.0,,,1.160560262787981e-07,1.0,,,6.200774307598992e-06,0.3475024094403046,,,0.0,1.0,,,0.00158648692022387,0.3840336569549687,,
2017-02-07,0.000527174624548804,1.0,,,0.0,0.9988042178497663,,,,,,,0.0,1.0,,,8.079876582578494e-07,1.0,,,8.366387632859778e-05,1.0,,,0.0001632420875716054,1.0,,,0.01077582144506473,0.158052687373849,,,1.124996785723469e-05,1.0,,,1.740840394181972e-07,1.0,,,5.918920929980857e-06,0.3475024094403046,,,0.0,1.0,,,0.001521140139790187,0.3840336569549687,,
2017-02-08,0.0006826385382184069,1.0,,,0.0,0.9988042178497663,,,,,,,0.0,1.0,,,1.077316877677132e-06,1.0,,,7.942285033959052e-05,1.0,,,0.0001567755881848862,1.0,,,0.01026276189010119,0.158052687373849,,,1.063183775518883e-05,1.0,,,2.321120525575963e-07,1.0,,,5.63706755236272e-06,0.3475024094403046,,,0.0,1.0,,,0.001455793359356504,0.3840336569549687,,
2017-02-09,0.00083810245188801,1.0,,,0.0,0.9988042178497663,,,,,,,0.0,1.0,,,1.346646097096416e-06,1.0,,,7.518182435058325e-05,1.0,,,0.000150309088798167,1.0,,,0.00974970233513765,0.158052687373849,,,1.001370765314297e-05,1.0,,,2.901400656969953e-07,1.0,,,5.355214174744584e-06,0.3475024094403046,,,0.0,1.0,,,0.00139044657892282,0.3840336569549687,,
2017-02-10,0.000993566365557613,1.0,,,0.0,0.9988042178497663,,,,,,,0.0,1.0,,,1.615975316515699e-06,1.0,,,7.094079836157601e-05,1.0,,,0.0001438425894114478,1.0,,,0.009236642780174106,0.158052687373849,,,9.395577551097107e-06,1.0,,,3.481680788363944e-07,1.0,,,5.073360797126448e-06,0.3475024094403046,,,0.0,1.0,,,0.001325099798489136,0.3840336569549687,,
2017-02-11,0.001149030279227216,1.0,,,0.0,0.9988042178497663,,,,,,,0.0,1.0,,,1.885304535934982e-06,1.0,,,6.669977237256874e-05,1.0,,,0.0001373760900247287,1.0,,,0.008723583225210564,0.158052687373849,,,8.777447449051246e-06,1.0,,,4.061960919757935e-07,1.0,,,4.791507419508313e-06,0.3475024094403046,,,0.0,1.0,,,0.001259753018055453,0.3840336569549687,,
2017-02-12,0.001304494192896819,1.0,,,0.0,0.9988042178497663,,,,,,,0.0,1.0,,,2.154633755354265e-06,1.0,,,6.245874638356146e-05,1.0,,,0.0001309095906380095,1.0,,,0.008210523670247022,0.158052687373849,,,8.159317347005382e-06,1.0,,,4.642241051151925e-07,1.0,,,4.509654041890176e-06,0.3475024094403046,,,0.0,1.0,,,0.001194406237621769,0.3840336569549687,,
2017-02-13,0.001459958106566421,1.0,,,0.0,0.9988042178497663,,,,,,,0.0,1.0,,,2.423962974773548e-06,1.0,,,5.821772039455423e-05,1.0,,,0.0001244430912512903,1.0,,,0.007697464115283481,0.158052687373849,,,7.54118724495952e-06,1.0,,,5.222521182545916e-07,1.0,,,4.22780066427204e-06,0.3475024094403046,,,0.0,1.0,,,0.001129059457188086,0.3840336569549687,,
2017-02-14,0.001615422020236025,1.0,,,0.0,0.9988042178497663,,,,,,,0.0,1.0,,,2.693292194192831e-06,1.0,,,5.397669440554695e-05,1.0,,,0.0001179765918645712,1.0,,,0.007184404560319939,0.158052687373849,,,6.923057142913658e-06,1.0,,,5.802801313939906e-07,1.0,,,3.945947286653905e-06,0.3475024094403046,,,0.0,1.0,,,0.001063712676754402,0.3840336569549687,,
2017-02-15,0.001770885933905628,1.0,,,0.0,0.9988042178497663,,,,,,,0.0,1.0,,,2.962621413612114e-06,1.0,,,4.973566841653969e-05,1.0,,,0.000111510092477852,1.0,,,0.006671345005356397,0.158052687373849,,,6.304927040867796e-06,1.0,,,6.383081445333898e-07,1.0,,,3.664093909035769e-06,0.3475024094403046,,,0.0,1.0,,,0.0009983658963207186,0.3840336569549687,,
